generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,35.000000,11.520000,0.239583,0.142483,0.408224
500,36.240002,13.040000,0.128834,0.120609,0.498073
1000,40.740002,12.820000,0.096724,0.107161,0.500410
1500,34.919998,13.240000,0.057402,0.093844,0.518850
2000,36.320000,12.640000,0.041139,0.099421,0.502654
2500,40.000000,12.460000,0.022472,0.087051,0.505070
3000,41.919998,12.440000,0.016077,0.107203,0.503256
3500,33.980000,12.400000,0.006452,0.105987,0.504692
4000,44.259998,12.680000,0.003155,0.095917,0.513930
4500,41.259998,12.980000,0.003082,0.092388,0.527812
5000,37.080002,12.840000,0.003115,0.098997,0.525810
