generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,44.200001,11.560000,0.266436,0.137353,0.407927
500,44.000000,12.340000,0.149109,0.123895,0.469359
1000,38.740002,12.720000,0.078616,0.107604,0.501633
1500,41.419998,12.380000,0.054927,0.111096,0.490543
2000,35.180000,12.600000,0.028571,0.106548,0.512214
2500,37.480000,12.840000,0.021807,0.097953,0.518439
3000,40.180000,12.960000,0.012346,0.095023,0.526228
3500,44.639999,12.280000,0.009772,0.093070,0.494869
4000,38.500000,12.340000,0.003241,0.095389,0.493067
4500,38.439999,12.380000,0.003231,0.102572,0.500835
5000,35.900002,12.620000,0.000000,0.102395,0.506506
