generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,42.660000,11.380000,0.253076,0.141859,0.406601
500,37.959999,12.320000,0.126623,0.127364,0.472549
1000,38.419998,12.560000,0.079618,0.108110,0.482358
1500,44.400002,12.720000,0.044025,0.107931,0.502593
2000,42.599998,12.100000,0.029752,0.107989,0.489194
2500,42.900002,12.100000,0.023140,0.108850,0.488223
3000,38.480000,12.600000,0.012698,0.105149,0.507191
3500,41.400002,12.060000,0.006633,0.107972,0.483460
4000,39.099998,12.260000,0.006525,0.096986,0.495116
4500,41.380001,11.860000,0.006745,0.102813,0.485731
5000,43.759998,12.580000,0.006359,0.087779,0.520147
