generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,39.380001,11.640000,0.226804,0.146205,0.417132
500,37.160000,12.840000,0.133956,0.115467,0.484120
1000,39.959999,13.060000,0.070444,0.093793,0.517228
1500,42.000000,12.240000,0.032680,0.112084,0.483562
2000,42.580002,12.080000,0.023179,0.107031,0.490882
2500,47.820000,12.480000,0.016026,0.103405,0.503632
3000,39.520000,12.500000,0.006400,0.105709,0.507137
3500,38.540001,12.140000,0.003295,0.103020,0.493923
4000,44.080002,11.760000,0.003401,0.109377,0.473825
4500,45.119999,12.300000,0.003252,0.102689,0.498540
5000,34.860001,11.880000,0.003367,0.106847,0.491123
