generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,44.720001,11.360000,0.232394,0.137180,0.409934
500,36.619999,12.620000,0.126783,0.132239,0.485323
1000,39.160000,12.860000,0.093313,0.119929,0.502279
1500,40.680000,12.660000,0.069510,0.108003,0.498702
2000,38.580002,12.360000,0.035599,0.107358,0.493444
2500,33.439999,12.160000,0.023026,0.104342,0.486711
3000,35.439999,12.700000,0.018898,0.102071,0.512705
3500,38.200001,12.620000,0.009509,0.096555,0.506529
4000,35.299999,12.260000,0.006525,0.109264,0.500922
4500,48.400002,12.520000,0.006390,0.091977,0.517790
5000,45.200001,12.260000,0.006525,0.107087,0.499007
