generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,38.340000,12.540000,0.267943,0.133782,0.446388
500,38.360001,13.120000,0.164634,0.120476,0.491125
1000,42.119999,12.880000,0.093168,0.116339,0.507171
1500,36.720001,13.020000,0.070661,0.108401,0.510109
2000,43.939999,12.640000,0.047468,0.107857,0.505030
2500,40.400002,12.740000,0.031397,0.101152,0.510020
3000,38.040001,12.180000,0.013136,0.114022,0.498886
3500,40.799999,12.440000,0.009646,0.107633,0.507037
4000,32.939999,12.040000,0.003322,0.109979,0.484848
4500,38.840000,12.260000,0.003263,0.111934,0.496990
5000,40.299999,12.180000,0.000000,0.099065,0.489580
