generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,44.400002,11.500000,0.246957,0.144764,0.406979
500,38.720001,12.920000,0.136223,0.114490,0.496544
1000,41.919998,12.740000,0.097331,0.119060,0.502805
1500,38.639999,12.740000,0.047096,0.102493,0.510785
2000,34.860001,12.840000,0.034268,0.099707,0.514900
2500,43.099998,12.860000,0.024883,0.092685,0.527673
3000,36.400002,12.560000,0.009554,0.088653,0.510809
3500,45.000000,11.980000,0.006678,0.116370,0.483774
4000,42.160000,12.000000,0.003333,0.094057,0.493803
4500,42.680000,12.240000,0.003268,0.102371,0.500510
5000,42.080002,12.400000,0.003226,0.109965,0.518438
