generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,38.880001,12.180000,0.236453,0.136138,0.446064
500,42.520000,12.560000,0.149682,0.126635,0.480625
1000,41.360001,12.700000,0.085039,0.115654,0.503379
1500,38.360001,12.800000,0.056250,0.106689,0.505480
2000,39.720001,12.640000,0.034810,0.087378,0.508158
2500,42.639999,13.340000,0.017991,0.093455,0.543941
3000,37.560001,12.600000,0.012698,0.096037,0.505381
3500,41.740002,12.000000,0.010000,0.111846,0.486452
4000,40.279999,11.920000,0.000000,0.107119,0.479974
4500,43.419998,12.360000,0.000000,0.107444,0.502247
5000,40.779999,12.220000,0.000000,0.106404,0.503003
