generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,38.860001,12.240000,0.254902,0.137942,0.434401
500,44.380001,13.440000,0.154762,0.115113,0.502167
1000,41.599998,12.640000,0.088608,0.107917,0.499617
1500,37.240002,13.000000,0.049231,0.108901,0.516932
2000,42.200001,12.780000,0.028169,0.107915,0.512667
2500,45.340000,12.060000,0.019900,0.101998,0.480189
3000,45.540001,12.780000,0.015649,0.095762,0.519666
3500,42.759998,12.860000,0.009331,0.093333,0.531032
4000,38.419998,12.860000,0.009331,0.097232,0.520872
4500,42.540001,12.920000,0.006192,0.093072,0.521394
5000,41.799999,12.580000,0.003180,0.100787,0.503903
