generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,37.160000,11.680000,0.263699,0.137859,0.416518
500,43.919998,13.080000,0.143731,0.117632,0.501831
1000,39.799999,13.240000,0.069486,0.091948,0.524780
1500,37.560001,13.020000,0.049155,0.100742,0.514873
2000,38.900002,12.860000,0.031104,0.088722,0.518434
2500,39.360001,12.660000,0.015798,0.088664,0.511742
3000,38.779999,12.580000,0.015898,0.090202,0.508638
3500,39.099998,12.400000,0.006452,0.096216,0.507538
4000,39.480000,12.340000,0.006483,0.105015,0.498987
4500,38.919998,12.680000,0.003155,0.094300,0.510777
5000,45.340000,12.420000,0.003221,0.108221,0.497462
