generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,39.080002,11.580000,0.269430,0.136727,0.400712
500,33.700001,12.520000,0.175719,0.121991,0.463590
1000,42.380001,13.020000,0.110599,0.112063,0.511133
1500,41.080002,12.940000,0.068006,0.103174,0.506667
2000,43.060001,11.820000,0.043993,0.117925,0.479109
2500,37.500000,12.320000,0.029221,0.101742,0.492900
3000,38.380001,13.060000,0.015314,0.101654,0.520303
3500,43.560001,12.660000,0.006319,0.099286,0.513176
4000,36.360001,12.480000,0.000000,0.096171,0.504989
4500,40.200001,12.040000,0.000000,0.102321,0.485485
5000,38.439999,12.240000,0.000000,0.089200,0.488020
